date,open,high,low,close,volume,return_1d,return_2d,return_3d,ma_5,ma_10,ma_20,ma_5_10_cross,ma_10_20_cross,price_to_ma5,price_to_ma20,ema_5,ema_12,ema_26,macd,macd_signal,macd_hist,volatility_5,volatility_10,volatility_20,high_low,high_close,low_close,true_range,atr_14,atr_pct,rsi_14,rsi_7,rsi_momentum,rsi_extreme_high,rsi_extreme_low,rsi_distance_from_high,williams_r,williams_r_overbought,williams_r_oversold,stochastic_k,stochastic_d,bb_middle,bb_std,bb_upper,bb_lower,bb_width,bb_position,bb_distance_from_top,bb_distance_from_bottom,price_ma_distance,price_ma_distance_extreme,return_zscore,return_extreme_high,return_extreme_low,consecutive_ups,trend_exhaustion,macd_hist_extreme,rsi_price_divergence,bb_squeeze,roc_5,roc_10,typical_price,money_flow,mf_positive,mf_negative,mf_ratio,mfi_14,volume_ma_5,volume_ma_20,volume_ratio,obv,obv_ma,obv_trend,hh,ll,body,range,body_ratio,upper_wick,lower_wick,plus_dm,minus_dm,plus_di,minus_di,dx,adx,return_3d_forward,target_reversal,target,target_return,target_3d
2025-12-10,228.22,229.35,223.0,223.97,307178,-0.01862238191219001,0.007240510883252282,-0.02392573869083936,226.654,230.08900000000003,238.0985,-0.015336875474394029,-0.03576148591329185,-0.01198374782336919,-0.06308210921105506,226.8246095910355,231.40742013373455,237.08894665901622,-5.681526525281669,-4.247128235221348,-1.4343982900603205,0.02174864578106787,0.016641832840129604,0.015981317312431756,6.349999999999994,1.1299999999999955,5.219999999999999,6.349999999999994,6.863571428571427,0.030645048125067763,23.473967684021545,34.629460201280864,-1.2016633610362675,0,1,76.52603231597845,-83.91263503992485,1,0,16.087364960075146,15.198433477556506,238.0985,9.51279430694871,257.1240886138974,219.0729113861026,0.15981275492199581,0.12869742727224448,0.8713025727277555,0.12869742727224448,0.059338887057247325,1,-0.8365730018024549,0,0,1.0,0,False,0,False,-0.03306998229935676,-0.0649605477393228,225.44000000000003,69250208.32000001,69250208.32000001,0.0,2.0891558526329064,67.62869703878184,424895.6,907136.15,0.33862392096945715,-7856561.0,-7775473.8,-0.010428586358166023,0,0,4.25,6.349999999999994,0.6692807987275797,1.1299999999999955,0.9699999999999989,0.0,0.0,13.38309151495346,34.81060740087042,44.46114721801165,27.317473615264838,0.020225923114702837,1,1,0.008572576684377387,0.020225923114702837
2025-12-11,223.9,227.0,220.63,225.89,463430,0.008572576684377387,-0.010209447024800644,0.0158751574024103,225.97999999999996,228.863,237.13049999999998,-0.012762849174377078,-0.036599672406923654,-0.00039842401168699364,-0.04976094559298773,226.51307306069035,230.55858626700615,236.25939505464464,-5.700808787638493,-4.537864345704778,-1.1629444419337158,0.022555923123583732,0.01732252282918547,0.016079073515677583,6.3700000000000045,3.030000000000001,3.3400000000000034,6.3700000000000045,6.275714285714285,0.0277821695768484,27.089715536105004,40.88754847048681,3.6157478520834587,0,1,72.910284463895,-70.53091397849468,0,0,29.469086021505323,23.875009259399533,237.13049999999998,9.729323271214163,256.5891465424283,217.67185345757167,0.16411761913738057,0.21116953135741434,0.7888304686425857,0.21116953135741434,0.04740216884795502,1,0.7758300815517037,0,0,2.0,0,False,0,False,-0.014699467853092618,-0.05148015956330054,224.50666666666666,104043124.53333333,0.0,104043124.53333333,0.34199905712841183,25.484299360106547,472578.4,905261.6,0.5119293693102713,-7393131.0,-7838270.7,0.05679054947596045,0,1,1.9899999999999807,6.3700000000000045,0.3123969796392489,1.1100000000000136,3.2700000000000102,0.0,2.3700000000000045,4.165651810692747,40.768756245632325,81.45878528158774,29.384601527193773,-0.003320200097392534,0,1,0.005976360175306672,-0.003320200097392534
2025-12-12,226.5,227.69,225.6,227.24,307101,0.005976360175306672,0.014600169665580198,-0.004294102182104909,225.536,227.88399999999996,236.17650000000003,-0.010332687907058423,-0.03649225488470373,0.007498679809892658,-0.03932626298186949,226.75538204046026,230.04803453362058,235.59129171726354,-5.5432571836429645,-4.738942913292416,-0.8043142703505488,0.022874270207498562,0.017677716806058796,0.016127109193198375,2.0900000000000034,1.8000000000000114,0.28999999999999204,2.0900000000000034,6.147857142857142,0.027054467271858573,30.14931927975408,40.47722342733193,3.0596037436490775,0,0,69.85068072024592,-63.05220883534133,0,0,36.94779116465867,27.50141404874638,236.17650000000003,9.716257821436786,255.6090156428736,216.74398435712646,0.1645592651502039,0.2700632238194729,0.7299367761805271,0.2700632238194729,0.03783822691927445,1,0.6085694032093657,0,0,2.0,0,False,0,False,-0.009674888869519727,-0.041302788676538804,226.84333333333333,69663814.51,69663814.51,0.0,0.44648696400626026,30.866988442788895,476288.6,903730.4,0.3398148385470031,-7086030.0,-7836685.5,0.09578737082028126,1,0,0.7400000000000091,2.0900000000000034,0.35405004545237445,0.44999999999998863,0.9000000000000057,0.6899999999999977,0.0,5.053943586371309,39.17677649021626,77.1471857061655,31.715559894593493,-0.017734553775743733,0,1,0.005544798450976884,-0.017734553775743733
2025-12-15,226.41,229.38,225.17,228.5,287594,0.005544798450976884,0.011554296338926129,0.020225923114702837,226.76399999999998,227.66499999999996,234.97650000000004,-0.003943107221006486,-0.03199781181619291,0.007597374179431153,-0.028343544857768247,227.33692136030686,229.80987537460203,235.0660108493181,-5.256135474716075,-4.842381425577148,-0.41375404913892666,0.016018840481885673,0.015938288870629046,0.014817049900366119,4.210000000000008,2.1399999999999864,2.0700000000000216,4.210000000000008,5.610714285714287,0.024554548296342613,39.323189926547755,48.26800364630813,9.173870646793674,0,0,60.676810073452245,-55.97678916827854,0,0,44.023210831721464,36.813362672628486,234.97650000000004,9.053582178516843,253.08366435703374,216.86933564296635,0.15411893833667362,0.32116194804725845,0.6788380519527415,0.32116194804725845,0.027562330701155404,0,0.6985956550304224,0,0,3.0,1,False,0,False,0.027612880014391106,-0.009493259352377659,227.6833333333333,65480360.56666666,65480360.56666666,0.0,0.7322808037504522,42.272638602531245,434060.0,846972.1,0.3395554587524719,-6798436.0,-7724254.7,0.11985864474251662,1,1,2.0900000000000034,4.210000000000008,0.49642526305788454,0.8799999999999955,1.240000000000009,1.6899999999999977,0.0,7.68923278261112,30.9478888982246,60.19753777262381,35.424406428934375,-0.025557986870897165,0,0,-0.01470459518599565,-0.025557986870897165
2025-12-16,228.0,228.1,224.16,225.14,203465,-0.01470459518599565,-0.009241330751628363,-0.003320200097392534,226.148,227.167,233.664,-0.0045260726658968,-0.02885759971573237,-0.00447721417784494,-0.03786088655947411,226.60461424020457,229.09143300927863,234.33075078640564,-5.239317777127013,-4.921768695887121,-0.3175490812398918,0.012922318211552911,0.016535810621595058,0.014977892692919261,3.9399999999999977,0.4000000000000057,4.340000000000003,4.340000000000003,5.468571428571429,0.02428964834579119,31.355273386887774,41.39442231075693,-7.967916539659981,0,0,68.64472661311223,-68.64738076622366,0,0,31.352619233776338,37.441207076718825,233.664,8.43014727972736,250.52429455945472,216.80370544054526,0.1443122993653685,0.2472167532440883,0.7527832467559117,0.2472167532440883,0.03647973158038894,1,-0.6176579049389628,0,0,2.0,0,False,0,False,-0.013495749715187189,-0.02164088301755618,225.79999999999998,45942397.0,0.0,45942397.0,0.5755367422724899,36.529566517272016,313753.6,826702.35,0.24611639240578956,-7001901.0,-7595883.5,0.07819794761098958,0,1,2.8600000000000136,3.9399999999999977,0.7258699017791465,0.09999999999999432,0.9799999999999898,0.0,1.009999999999991,7.889092937171985,33.07149555781372,61.479441742597885,39.224817555421126,0.006262769832104498,0,0,-0.008572443812738695,0.006262769832104498
2025-12-17,224.2,225.92,222.25,223.21,247906,-0.008572443812738695,-0.02315098468271326,-0.017734553775743733,225.996,226.325,232.34,-0.0014739482998072635,-0.026947717396174072,-0.012481519645177193,-0.04090318534115853,225.4730761601364,228.1865971616973,233.5069914688941,-5.320394307196807,-5.001493818149059,-0.31890048904774826,0.010339680481631747,0.016350366853220805,0.01499207321011699,3.6699999999999875,0.7800000000000011,2.8899999999999864,3.6699999999999875,5.359285714285714,0.024010060993171066,30.914665304036788,52.13246362267937,-0.44060808285098574,0,0,69.08533469596321,-71.90959409594096,0,0,28.090405904059047,34.48874532318562,232.34,7.8394219711726905,248.01884394234537,216.66115605765464,0.13496465475032596,0.20884332947081247,0.7911566705291875,0.20884332947081247,0.0392958595162262,1,-0.20476484954668542,0,0,1.0,0,False,0,False,-0.0033933116042326184,-0.03635107714890118,223.79333333333332,55479710.093333334,0.0,55479710.093333334,0.5962752285574536,37.3541616063481,301899.2,824834.8,0.3005523044977549,-7249807.0,-7528946.5,0.0370755058488319,0,1,0.9899999999999807,3.6699999999999875,0.26974741832647176,1.7199999999999989,0.960000000000008,0.0,1.9099999999999966,8.049963082122941,36.291472636789386,63.69086928719299,42.42348081078444,0.04206800770574781,0,0,-0.002464047309708395,0.04206800770574781
2025-12-18,223.25,223.41,220.05,222.66,180939,-0.002464047309708395,-0.011015368215332666,-0.025557986870897165,225.35,225.66500000000002,231.09249999999997,-0.0014147130153598587,-0.024375729812269615,-0.01208120003592921,-0.03787164286355868,224.53538410675762,227.33635144451313,232.70351061934642,-5.36715917483329,-5.074626889485905,-0.2925322853473853,0.008969445966736593,0.016182648876891737,0.01499080191345905,3.359999999999985,0.19999999999998863,3.1599999999999966,3.359999999999985,5.363571428571427,0.02408861685337028,31.37153227897329,30.984952120383042,0.45686697493650286,0,0,68.62846772102671,-73.94167450611481,0,0,26.058325493885203,28.500450210573533,231.09249999999997,7.244157627829612,245.5808152556592,216.60418474434076,0.12538974874268285,0.20898962884224256,0.7910103711577574,0.20898962884224256,0.03648971732098608,1,0.18055742189768495,0,0,0.0,0,False,0,False,-0.014298995086103772,-0.02878827532059669,222.04,40175695.559999995,0.0,40175695.559999995,0.6278038161384398,38.567535590852,245401.0,819004.75,0.22092545858605517,-7430746.0,-7457601.8,0.003601130862154601,0,1,0.5900000000000034,3.359999999999985,0.17559001220201959,0.1599999999999966,2.609999999999985,0.0,2.1999999999999886,8.043530950281916,36.528816881826664,63.90783391309474,46.07905349720795,0.08663433036917279,0,1,0.017470582951585545,0.08663433036917279
2025-12-19,223.49,227.6,222.71,226.55,271775,0.017470582951585545,0.014963487298956135,0.006262769832104498,225.212,225.37400000000002,230.0785,-0.000715073935113814,-0.020765835356433313,0.005905981019642561,-0.015574928271904567,225.20692273783845,227.2153742992034,232.24769501791334,-5.03232071870994,-5.066165655330712,0.03384493662077226,0.012552525709338826,0.017405990388348034,0.015824347640583467,4.889999999999986,4.939999999999998,0.05000000000001137,4.939999999999998,5.121428571428571,0.02260617334552448,44.26910299003324,59.04628330995795,12.897570711059949,0,0,55.73089700996676,-47.43589743589739,0,0,52.56410256410261,35.570944654015626,230.0785,6.280630436843928,242.63976087368783,217.51723912631215,0.10919108803028395,0.3595483353350637,0.6404516646649363,0.3595483353350637,0.015336070080428983,0,1.3581938886739253,0,0,1.0,0,False,0,False,-0.0030364372469635637,-0.012681948923559672,225.62,61317875.5,61317875.5,0.0,0.9524277241818898,48.78171480488364,238335.8,437165.15,0.6216758127628252,-7158971.0,-7387934.6,0.030991557504705104,1,0,3.0600000000000023,4.889999999999986,0.6257540745588047,1.049999999999983,0.7800000000000011,4.189999999999998,0.0,14.267503842323848,30.65491050383952,36.47927303275545,47.13350197330766,0.07084528801589052,0,1,0.0267049216508497,0.07084528801589052
2025-12-22,230.0,234.9,229.45,232.6,1294950,0.0267049216508497,0.04464205515135178,0.04206800770574781,226.03199999999998,226.398,229.44250000000002,-0.001573516766982003,-0.013088993981083525,0.028237317282889134,0.013574806534823606,227.67128182522566,228.04377825317212,232.27379168325308,-4.230013430080959,-4.8989352102807615,0.6689217801998026,0.017650722330330597,0.015921415786011226,0.01724832351475634,5.450000000000017,8.349999999999994,2.8999999999999773,8.349999999999994,5.514999999999999,0.023710232158211518,52.98076923076922,68.24361065796629,8.71166624073598,0,0,47.01923076923078,-13.712374581939846,0,1,86.28762541806016,54.97001782534934,229.44250000000002,5.208519210718231,239.8595384214365,219.02546157856355,0.09080304147171053,0.651554591250349,0.348445408749651,0.651554591250349,0.013761617834533576,0,1.684402858785738,0,0,2.0,0,False,0,False,0.01794310722100656,0.04605144810217654,232.3166666666667,300838467.50000006,300838467.50000006,0.0,1.7525138253054127,63.66957394340999,439807.0,473656.85,2.733941248240379,-5864021.0,-7138898.7,0.1785818448414378,1,0,2.5999999999999943,5.450000000000017,0.477055466872165,2.3000000000000114,0.5500000000000114,7.300000000000011,0.0,22.703901237382052,26.537532022473346,7.785360307244323,45.934480844599626,0.08619948409286327,0,1,0.04019776440240763,0.08619948409286327
2025-12-23,235.99,252.28,234.5,241.95,9065054,0.04019776440240763,0.06797616420216279,0.08663433036917279,229.394,227.77100000000002,229.708,0.006707997520148752,-0.008005786319487429,0.051895019632155336,0.05059723083281666,232.43085455015046,230.1831969834533,232.99054785486396,-2.807350871410648,-4.480618342506739,1.673267471096091,0.020236947003132628,0.01842558052285513,0.017934583514447745,17.78,19.680000000000007,1.9000000000000057,19.680000000000007,6.567857142857142,0.02714551412629528,60.436893203883486,77.87040545661233,7.456123973114266,0,0,39.563106796116514,-29.379977246871487,0,0,70.62002275312851,69.82391691176376,229.708,5.706268575227719,241.12053715045545,218.29546284954455,0.0993656045976235,1.0363399846418655,-0.0363399846418655,1.0363399846418655,0.053293746843819066,1,2.158929943505467,1,0,3.0,1,False,1,False,0.0746646531047348,0.06016124791867483,242.91,2201992267.14,2201992267.14,0.0,6.205632023900597,86.12196686310004,2212124.8,853939.55,10.61556874715364,3201033.0,-6063857.1,1.527887274890962,1,0,5.9599999999999795,17.78,0.3352062136883358,10.330000000000013,1.490000000000009,17.379999999999995,0.0,33.985344431949926,22.283510637140907,20.79625217927135,46.53691972892176,0.01268857201901219,0,1,0.002686505476338086,0.01268857201901219
2025-12-24,242.67,246.5,240.82,242.6,1151718,0.002686505476338086,0.042992261392949205,0.07084528801589052,233.272,229.63399999999996,229.86150000000004,0.014995877988458507,-0.0009377576257216707,0.03845012366034626,0.0525082440230831,235.8205697001003,232.09347437061433,233.70235912487405,-1.6088847542597193,-3.906271624857335,2.2973868705976157,0.017437286211467614,0.01637880607979448,0.017754048584850107,5.680000000000007,4.550000000000011,1.1299999999999955,5.680000000000007,6.767857142857143,0.027897185254975858,63.97736797988265,77.3467804499612,3.540474775999165,0,0,36.02263202011735,-27.53128555176339,0,0,72.46871444823661,76.45878753980843,229.86150000000004,6.017208895720392,241.8959177914408,217.82708220855926,0.10471016495968896,1.0292528571286577,-0.02925285712865766,1.0292528571286577,0.055418153975328434,1,0.10644366419084908,0,0,3.0,1,False,1,False,0.08686886788226333,0.08318078314059907,243.30666666666664,280220667.52,280220667.52,0.0,7.625465411740032,88.40642269994022,2392887.2,891792.25,1.2914644636919121,4352751.0,-4842925.9,1.8987853809223307,0,0,0.06999999999999318,5.680000000000007,0.012323726694951338,3.8300000000000125,1.7800000000000011,0.0,0.0,32.9810430241664,20.442969708099273,23.468940661497804,47.41481787806428,-0.02197032151690015,0,1,0.0414262159934049,-0.02197032151690015
2025-12-26,242.2,257.38,240.85,252.65,6686823,0.0414262159934049,0.044224013225873104,0.08619948409286327,239.26999999999998,232.31,230.58649999999997,0.02754799129230152,0.00682169008509808,0.052958638432614384,0.08732831981001399,241.43037980006687,235.2560167751352,235.10588807858707,0.150128696548137,-3.094991560576241,3.245120257124378,0.016246946678970788,0.019476923259916453,0.019849884828645456,16.53,14.780000000000001,1.75,16.53,7.691428571428572,0.030443018291820986,70.14069828035434,92.36218047428399,6.163330300471692,1,0,29.859301719645657,-11.748633879781398,0,1,88.2513661202186,77.11336777386124,230.58649999999997,7.705204170934685,245.99690834186936,215.1760916581306,0.13366271088610465,1.2158635744925232,-0.21586357449252325,1.2158635744925232,0.09568426599128758,1,1.9188474656687715,0,0,3.0,1,True,0,False,0.13468966136710692,0.11846473947496583,250.29333333333332,1673667218.08,1673667218.08,0.0,13.717119932091594,93.20519228888365,3694064.0,1208606.0,5.532674005794057,11039574.0,-2999655.4,4.680280741425157,1,0,10.450000000000017,16.53,0.6321800836050608,4.72999999999999,1.3499999999999943,10.879999999999995,0.0,39.124677056576154,16.242359404688255,41.32833863982955,47.982194550790155,-0.03894716010290922,1,0,-0.030199881258658245,-0.03894716010290922
